episode,return,steps
944,-308.0,200
945,-263.0,200
946,-281.0,200
947,-263.0,200
948,-245.0,200
949,-263.0,200
950,-160.0,136
951,-236.0,200
952,-299.0,200
953,-272.0,200
954,-254.0,200
955,-263.0,200
956,-281.0,200
957,-272.0,200
958,-290.0,200
959,-254.0,200
960,-308.0,200
961,-254.0,200
962,-290.0,200
963,-254.0,200
964,-263.0,200
965,-108.0,93
966,-263.0,200
967,-272.0,200
968,-272.0,200
969,-272.0,200
970,-272.0,200
971,-272.0,200
972,-130.0,97
973,-317.0,200
974,-290.0,200
975,-272.0,200
976,-317.0,200
977,-101.0,86
978,-272.0,200
979,-209.0,167
980,-335.0,200
981,-272.0,200
982,-317.0,200
983,-299.0,200
984,-317.0,200
985,-39.0,42
986,-245.0,200
987,-227.0,200
988,-281.0,200
989,-245.0,200
990,-272.0,200
991,-263.0,200
992,-225.0,192
993,-299.0,200
994,-254.0,200
995,-317.0,200
996,-245.0,200
997,-227.0,200
998,-263.0,200
999,-263.0,200
1000,-236.0,200
1001,-263.0,200
1002,-290.0,200
1003,-272.0,200
1004,-362.0,200
1005,-299.0,200
1006,-30.0,33
1007,-236.0,200
1008,-254.0,200
1009,-290.0,200
1010,-263.0,200
1011,-281.0,200
1012,-281.0,200
1013,-129.0,105
1014,-263.0,200
1015,-317.0,200
1016,-164.0,131
1017,-272.0,200
1018,-326.0,200
1019,-335.0,200
1020,-308.0,200
1021,-263.0,200
1022,-290.0,200
1023,-254.0,200
1024,-335.0,200
1025,-308.0,200
1026,-254.0,200
1027,-299.0,200
1028,-272.0,200
1029,-263.0,200
1030,-290.0,200
1031,-281.0,200
1032,-202.0,160
1033,-272.0,200
1034,-254.0,200
1035,-254.0,200
1036,-148.0,142
1037,-263.0,200
1038,-272.0,200
1039,-326.0,200
1040,-227.0,200
1041,-263.0,200
1042,-254.0,200
1043,-272.0,200
1044,-126.0,120
1045,-308.0,200
1046,-238.0,160
1047,-290.0,200
1048,-46.0,49
1049,-272.0,200
1050,-272.0,200
1051,-308.0,200
1052,-281.0,200
1053,-245.0,200
1054,-272.0,200
1055,-344.0,200
1056,-155.0,140
1057,-272.0,200
1058,-272.0,200
1059,-174.0,114
1060,-317.0,200
1061,-281.0,200
1062,-299.0,200
1063,-263.0,200
1064,-335.0,200
1065,-272.0,200
1066,-245.0,200
1067,-272.0,200
1068,-281.0,200
1069,-317.0,200
1070,-317.0,200
1071,-281.0,200
1072,-362.0,200
1073,-254.0,200
1074,-250.0,190
1075,-272.0,200
1076,-317.0,200
1077,-335.0,200
1078,-281.0,200
1079,-272.0,200
1080,-290.0,200
1081,-308.0,200
1082,-254.0,200
1083,-281.0,200
1084,-290.0,200
1085,-272.0,200
1086,-317.0,200
1087,-106.0,91
1088,-299.0,200
1089,-317.0,200
1090,-272.0,200
1091,-272.0,200
1092,-236.0,200
1093,-290.0,200
1094,-290.0,200
1095,-101.0,86
1096,-279.0,183
1097,-245.0,200
1098,-272.0,200
1099,-263.0,200
1100,-12.0,24
1101,-308.0,200
1102,-299.0,200
1103,-290.0,200
1104,-281.0,200
1105,-245.0,200
1106,-236.0,200
1107,-193.0,160
1108,-254.0,200
1109,-236.0,200
1110,-308.0,200
1111,-326.0,200
1112,-222.0,189
1113,-308.0,200
1114,-281.0,200
1115,-299.0,200
1116,-335.0,200
1117,-263.0,200
1118,-362.0,200
1119,-263.0,200
1120,-263.0,200
1121,-272.0,200
1122,-272.0,200
1123,-326.0,200
1124,-290.0,200
1125,-263.0,200
1126,-281.0,200
1127,-308.0,200
1128,-308.0,200
1129,-236.0,200
1130,-308.0,200
1131,-115.0,82
1132,-77.0,80
1133,-254.0,200
1134,-335.0,200
1135,-111.0,96
1136,-254.0,200
1137,-245.0,200
1138,-3.0,15
1139,-308.0,200
1140,-272.0,200
1141,-317.0,200
1142,-245.0,200
1143,-69.0,81
1144,-281.0,200
1145,-245.0,200
1146,-299.0,200
1147,-170.0,146
1148,-272.0,200
1149,-192.0,159
1150,-201.0,177
1151,-236.0,200
1152,-263.0,200
1153,-281.0,200
1154,-344.0,200
1155,-299.0,200
1156,-272.0,200
1157,-266.0,197
1158,-326.0,200
1159,-290.0,200
1160,-272.0,200
1161,7.0,14
1162,-326.0,200
1163,-272.0,200
1164,-218.0,200
1165,-308.0,200
1166,0.0,21
1167,-281.0,200
1168,-299.0,200
1169,-290.0,200
1170,-247.0,196
1171,-272.0,200
1172,-290.0,200
1173,-353.0,200
1174,-308.0,200
1175,-362.0,200
1176,-272.0,200
1177,-272.0,200
1178,-281.0,200
1179,-227.0,200
1180,-299.0,200
1181,-80.0,56
1182,-281.0,200
1183,-299.0,200
1184,-281.0,200
1185,-263.0,200
1186,-263.0,200
1187,-240.0,171
1188,-335.0,200
1189,-326.0,200
1190,-308.0,200
1191,-227.0,200
1192,-138.0,132
1193,-281.0,200
1194,-281.0,200
1195,-317.0,200
1196,-281.0,200
1197,-290.0,200
1198,-263.0,200
1199,-281.0,200
1200,-263.0,200
1201,-281.0,200
1202,-317.0,200
1203,-98.0,92
1204,-308.0,200
1205,-281.0,200
1206,-290.0,200
1207,-308.0,200
1208,-254.0,200
1209,-290.0,200
1210,-290.0,200
1211,-272.0,200
1212,-308.0,200
1213,-263.0,200
1214,-93.0,78
1215,-281.0,200
1216,-317.0,200
1217,-281.0,200
1218,-263.0,200
1219,-272.0,200
1220,-272.0,200
1221,-281.0,200
1222,-49.0,43
1223,-245.0,200
1224,-263.0,200
1225,-30.0,51
1226,-281.0,200
1227,-254.0,200
1228,-290.0,200
1229,-299.0,200
1230,-126.0,102
1231,-326.0,200
1232,-299.0,200
1233,-272.0,200
1234,-184.0,151
1235,-146.0,104
1236,-308.0,200
1237,-227.0,200
1238,-281.0,200
1239,-335.0,200
1240,-299.0,200
1241,-263.0,200
1242,-317.0,200
1243,-263.0,200
1244,-263.0,200
1245,-245.0,200
1246,-299.0,200
1247,-299.0,200
1248,-353.0,200
1249,-272.0,200
1250,-308.0,200
1251,-290.0,200
1252,-281.0,200
1253,-231.0,153
1254,-254.0,200
1255,-299.0,200
1256,-263.0,200
1257,-362.0,200
1258,-290.0,200
1259,-308.0,200
1260,-308.0,200
1261,-281.0,200
1262,-308.0,200
1263,-290.0,200
1264,-254.0,200
1265,-299.0,200
1266,-182.0,104
1267,-263.0,200
1268,-272.0,200
1269,-326.0,200
1270,-263.0,200
1271,-281.0,200
1272,-290.0,200
1273,-281.0,200
1274,-254.0,200
1275,-263.0,200
1276,-281.0,200
1277,-186.0,171
1278,-326.0,200
1279,-299.0,200
1280,-299.0,200
1281,-263.0,200
1282,-263.0,200
1283,-290.0,200
1284,-21.0,42
1285,-281.0,200
1286,-317.0,200
1287,-254.0,200
1288,-236.0,200
1289,-238.0,196
1290,-299.0,200
1291,-281.0,200
1292,-335.0,200
1293,-254.0,200
1294,-290.0,200
1295,-281.0,200
1296,-281.0,200
1297,-263.0,200
1298,-281.0,200
1299,-254.0,185
1300,-236.0,200
1301,-147.0,150
1302,-335.0,200
1303,-290.0,200
1304,-290.0,200
1305,-353.0,200
1306,-263.0,200
1307,-317.0,200
1308,-263.0,200
1309,-299.0,200
1310,-335.0,200
1311,-236.0,200
1312,-299.0,200
1313,-290.0,200
1314,-299.0,200
1315,-236.0,200
1316,-317.0,200
1317,-290.0,200
1318,-254.0,200
1319,-173.0,149
1320,-290.0,200
1321,-290.0,200
1322,-308.0,200
1323,-263.0,200
1324,-265.0,178
1325,-254.0,200
1326,-137.0,122
1327,-272.0,200
1328,-299.0,200
1329,-281.0,200
1330,-272.0,200
1331,-308.0,200
1332,-80.0,101
1333,-281.0,200
1334,-299.0,200
1335,-166.0,142
1336,-272.0,200
1337,-220.0,169
1338,-241.0,190
1339,-263.0,200
1340,-263.0,200
1341,-272.0,200
1342,-290.0,200
1343,-218.0,200
1344,-281.0,200
1345,-263.0,200
1346,-263.0,200
1347,-281.0,200
1348,-326.0,200
1349,-281.0,200
1350,-272.0,200
1351,-263.0,200
1352,-317.0,200
1353,-308.0,200
1354,-344.0,200
1355,-281.0,200
1356,-308.0,200
1357,-236.0,200
1358,-281.0,200
1359,-245.0,200
1360,-29.0,23
1361,-326.0,200
1362,-317.0,200
1363,-317.0,200
1364,-317.0,200
1365,-183.0,150
1366,-290.0,200
1367,-245.0,200
1368,-87.0,81
1369,-299.0,200
1370,-254.0,200
1371,-254.0,200
1372,-281.0,200
1373,-272.0,200
1374,-245.0,200
1375,-299.0,200
1376,-290.0,200
1377,-18.0,30
1378,-335.0,200
1379,-308.0,200
1380,-290.0,200
1381,-254.0,200
1382,-178.0,127
1383,-281.0,200
1384,-281.0,200
1385,-281.0,200
1386,-215.0,164
1387,-317.0,200
1388,-245.0,200
1389,-254.0,200
1390,-299.0,200
1391,-272.0,200
1392,-281.0,200
1393,-290.0,200
1394,-122.0,89
1395,-263.0,200
1396,-81.0,57
1397,-263.0,200
1398,-50.0,62
1399,-254.0,200
1400,-272.0,200
1401,-67.0,70
1402,-246.0,195
1403,-290.0,200
1404,-272.0,200
1405,-299.0,200
1406,-263.0,200
1407,-192.0,159
1408,-254.0,200
1409,-344.0,200
1410,-263.0,200
1411,-281.0,200
1412,-272.0,200
1413,-317.0,200
1414,-254.0,200
1415,-299.0,200
1416,-281.0,200
1417,-99.0,75
1418,-308.0,200
1419,-326.0,200
1420,-308.0,200
1421,-308.0,200
1422,-140.0,134
1423,-236.0,200
1424,-263.0,200
1425,-281.0,200
1426,-170.0,101
1427,-254.0,200
1428,-326.0,200
1429,-263.0,200
1430,-236.0,200
1431,-272.0,200
1432,-236.0,200
1433,-299.0,200
1434,-263.0,200
1435,-290.0,200
1436,-161.0,146
1437,-82.0,67
1438,-272.0,200
1439,-299.0,200
1440,-69.0,72
1441,-290.0,200
1442,-281.0,200
1443,-254.0,200
1444,-272.0,200
1445,-308.0,200
1446,-272.0,200
1447,-281.0,200
1448,-245.0,200
1449,-326.0,200
1450,-272.0,200
1451,-216.0,165
1452,-299.0,200
1453,-109.0,130
1454,-299.0,200
1455,-272.0,200
1456,-272.0,200
1457,-263.0,200
1458,-281.0,200
1459,-272.0,200
1460,-290.0,200
1461,-335.0,200
1462,-245.0,200
1463,-299.0,200
1464,-299.0,200
1465,-290.0,200
1466,-236.0,200
1467,-7.0,28
1468,-272.0,200
1469,-317.0,200
1470,-174.0,123
1471,-317.0,200
1472,-317.0,200
1473,-123.0,99
1474,-326.0,200
1475,-299.0,200
1476,-263.0,200
1477,-290.0,200
1478,-290.0,200
1479,-254.0,200
1480,-290.0,200
1481,-245.0,200
1482,-317.0,200
1483,-317.0,200
1484,-3.0,24
1485,-245.0,200
1486,-13.0,25
1487,-290.0,200
1488,-308.0,200
1489,-222.0,198
1490,-290.0,200
1491,-218.0,200
1492,-326.0,200
1493,-238.0,196
1494,-299.0,200
1495,-299.0,200
1496,-290.0,200
